年份,学校代码,学校名称,城市,地区类别,学科门类,总分要求,单科满分100,单科满分150,拟招生人数,数据来源,学校层次,是否一线城市,学科热度
2018,10422,山东大学,济南,新一线城市,理学,335,48,74,12,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10422,山东大学,济南,新一线城市,工学,306,46,72,83,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10422,山东大学,济南,新一线城市,农学,261,40,60,64,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10422,山东大学,济南,新一线城市,医学,331,49,79,34,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10422,山东大学,济南,新一线城市,军事学,279,40,66,42,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10422,山东大学,济南,新一线城市,管理学,385,57,85,143,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10422,山东大学,济南,新一线城市,艺术学,402,59,90,38,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10422,山东大学,济南,新一线城市,交叉学科,350,50,76,79,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,哲学,352,52,80,20,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,经济学,398,60,90,56,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10423,中国海洋大学,青岛,新一线城市,法学,367,53,87,12,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,教育学,370,56,82,58,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,文学,403,60,90,11,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10423,中国海洋大学,青岛,新一线城市,历史学,335,53,77,46,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,理学,318,50,76,45,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,工学,275,40,60,83,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,农学,290,45,69,47,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,医学,330,50,71,46,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,军事学,273,41,66,23,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10423,中国海洋大学,青岛,新一线城市,管理学,388,60,85,156,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10423,中国海洋大学,青岛,新一线城市,艺术学,364,57,83,24,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10423,中国海洋大学,青岛,新一线城市,交叉学科,341,50,75,73,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,哲学,329,52,75,23,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,经济学,397,58,89,99,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10486,武汉大学,武汉,新一线城市,法学,347,50,81,33,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,教育学,345,52,76,31,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,文学,378,58,88,69,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10486,武汉大学,武汉,新一线城市,历史学,347,55,78,16,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,理学,326,50,70,32,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,工学,293,44,67,100,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,农学,278,41,65,77,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,医学,328,48,74,72,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,军事学,289,44,61,39,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10486,武汉大学,武汉,新一线城市,管理学,399,59,90,169,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10486,武汉大学,武汉,新一线城市,艺术学,412,58,90,24,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10486,武汉大学,武汉,新一线城市,交叉学科,337,47,72,22,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,哲学,319,46,76,9,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,经济学,405,57,90,53,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10487,华中科技大学,武汉,新一线城市,法学,352,50,81,28,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,教育学,364,52,85,26,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,文学,405,60,90,62,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10487,华中科技大学,武汉,新一线城市,历史学,334,50,75,14,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,理学,331,47,79,58,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,工学,275,44,65,184,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,农学,268,40,61,30,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,医学,332,46,72,56,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,军事学,276,44,63,71,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10487,华中科技大学,武汉,新一线城市,管理学,408,60,90,59,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10487,华中科技大学,武汉,新一线城市,艺术学,389,57,84,75,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10487,华中科技大学,武汉,新一线城市,交叉学科,353,55,77,77,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,哲学,327,48,79,11,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,经济学,404,57,87,172,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10533,中南大学,长沙,新一线城市,法学,382,59,88,57,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,教育学,364,52,80,27,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,文学,392,58,90,61,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10533,中南大学,长沙,新一线城市,历史学,348,53,76,53,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,理学,328,51,79,24,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,工学,308,46,68,76,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,农学,262,40,62,44,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,医学,317,48,77,12,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,军事学,271,40,60,36,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10533,中南大学,长沙,新一线城市,管理学,406,60,90,116,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10533,中南大学,长沙,新一线城市,艺术学,385,59,84,75,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10533,中南大学,长沙,新一线城市,交叉学科,351,53,85,48,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,哲学,350,53,76,40,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,经济学,400,60,88,138,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10532,湖南大学,长沙,新一线城市,法学,364,54,84,17,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,教育学,383,59,87,52,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,文学,410,60,90,31,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10532,湖南大学,长沙,新一线城市,历史学,348,53,79,13,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,理学,310,48,73,9,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,工学,278,40,62,116,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,农学,280,40,66,58,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,医学,339,47,78,28,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,军事学,264,40,60,74,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10532,湖南大学,长沙,新一线城市,管理学,389,59,89,92,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10532,湖南大学,长沙,新一线城市,艺术学,390,57,90,35,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2018,10532,湖南大学,长沙,新一线城市,交叉学科,362,54,87,22,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2018,10558,中山大学,广州,一线城市,哲学,323,47,79,63,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2018,10558,中山大学,广州,一线城市,经济学,391,56,90,105,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2018,10558,中山大学,广州,一线城市,法学,364,51,82,66,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2018,10558,中山大学,广州,一线城市,教育学,362,56,86,77,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2018,10558,中山大学,广州,一线城市,文学,402,60,90,44,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2018,10558,中山大学,广州,一线城市,历史学,331,47,71,50,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2018,10558,中山大学,广州,一线城市,理学,338,50,81,5,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
